FID,changerate,geom,id
coastal_migration_satellite_0_40k.7949,-33.46460854,POINT (46.2598491801 -1.1292589963),7949
coastal_migration_satellite_0_40k.7950,-0.94976269,POINT (46.2573744427 -1.1319724552000001),7950
coastal_migration_satellite_0_40k.7951,-1.96922218,POINT (46.2549001284 -1.1346869486),7951
coastal_migration_satellite_0_40k.7952,-6.25803478,POINT (46.2524257024 -1.1374014421),7952
coastal_migration_satellite_0_40k.7953,0.65146024,POINT (46.2499159785 -1.1400400299),7953
coastal_migration_satellite_0_40k.7954,3.32403658,POINT (46.2471957992 -1.1421921394),7954
coastal_migration_satellite_0_40k.7955,-15.41651064,POINT (46.2443493989 -1.1439682908),7955
coastal_migration_satellite_0_40k.7956,-3.61856944,POINT (46.2420161316 -1.1469334576999999),7956
coastal_migration_satellite_0_40k.7957,-16.18458863,POINT (46.2396827651 -1.1498986246),7957
coastal_migration_satellite_0_40k.7958,-0.21805305,POINT (46.2373730529 -1.1528998556),7958
coastal_migration_satellite_0_40k.7959,-1.58441159,POINT (46.2352131285 -1.1561283274),7959
coastal_migration_satellite_0_40k.7960,-1.48394288,POINT (46.2330763085 -1.1593875075),7960
coastal_migration_satellite_0_40k.7961,-0.53194721,POINT (46.2310425827 -1.1627831742),7961
coastal_migration_satellite_0_40k.7962,-0.28311955,POINT (46.2290087815 -1.1661788408),7962
coastal_migration_satellite_0_40k.7963,-0.3619592,POINT (46.226974905 -1.1695745075),7963
coastal_migration_satellite_0_40k.7964,-0.7578406,POINT (46.2249473215 -1.1729776905),7964
coastal_migration_satellite_0_40k.7965,-0.72383824,POINT (46.2230601881 -1.1765461517),7965
coastal_migration_satellite_0_40k.7966,1.21573665,POINT (46.2211978643 -1.180140431),7966
coastal_migration_satellite_0_40k.7967,-0.30041203,POINT (46.2194633166 -1.1838672668),7967
coastal_migration_satellite_0_40k.7968,-1.18186208,POINT (46.2177287142 -1.1875941026),7968
coastal_migration_satellite_0_40k.7969,-1.20080539,POINT (46.215994057 -1.1913209384),7969
coastal_migration_satellite_0_40k.7970,-1.57303552,POINT (46.2141913386 -1.194967873),7970
coastal_migration_satellite_0_40k.7971,-1.15272759,POINT (46.2119526308 -1.1980671887),7971
coastal_migration_satellite_0_40k.7972,-1.01243834,POINT (46.2093081142 -1.2003799797),7972
coastal_migration_satellite_0_40k.7973,-1.46908041,POINT (46.2063418279 -1.2016307701),7973
coastal_migration_satellite_0_40k.7974,-2.78450815,POINT (46.2032496763 -1.2019111998),7974
coastal_migration_satellite_0_40k.7975,-0.80733153,POINT (46.2023214148 -1.3474506624),7975
coastal_migration_satellite_0_40k.7976,-1.61692442,POINT (46.2037211562 -1.3514611478),7976
coastal_migration_satellite_0_40k.7977,0.11230584,POINT (46.2047877711 -1.3556703771),7977
coastal_migration_satellite_0_40k.7978,-3.21836163,POINT (46.2055186586 -1.3600223995),7978
coastal_migration_satellite_0_40k.7979,-0.72495612,POINT (46.2059243353 -1.3644677567),7979
coastal_migration_satellite_0_40k.7980,-2.35638791,POINT (46.2059917972 -1.3689582753),7980
coastal_migration_satellite_0_40k.7981,-0.27210301,POINT (46.2057754697 -1.3734354205),7981
coastal_migration_satellite_0_40k.7982,0.03039259,POINT (46.2054494625 -1.3779004595),7982
coastal_migration_satellite_0_40k.7983,-1.96594904,POINT (46.2049908034 -1.3823428744),7983
coastal_migration_satellite_0_40k.7984,-1.32611984,POINT (46.2045321406 -1.3867852894000001),7984
coastal_migration_satellite_0_40k.7985,-0.24989247,POINT (46.2040734739 -1.3912277043),7985
coastal_migration_satellite_0_40k.7986,-0.51946276,POINT (46.2036538606 -1.3956747642),7986
coastal_migration_satellite_0_40k.8867,-1.38839367,POINT (46.1013554944 -1.1176841138),8867
coastal_migration_satellite_0_40k.8868,-4.04236542,POINT (46.1001183873 -1.1135821917),8868
coastal_migration_satellite_0_40k.8869,-2.86809291,POINT (46.0984082926 -1.1098426199),8869
coastal_migration_satellite_0_40k.8870,-1.76995638,POINT (46.0962546684 -1.1065978256),8870
coastal_migration_satellite_0_40k.8871,-0.80850457,POINT (46.0937108287 -1.1040093192),8871
coastal_migration_satellite_0_40k.8872,-3.31738283,POINT (46.0909740176 -1.1018887088),8872
coastal_migration_satellite_0_40k.8873,-2.64969915,POINT (46.0881200774 -1.1001076237),8873
coastal_migration_satellite_0_40k.8874,0.12150719,POINT (46.0851694736 -1.0986668585000001),8874
coastal_migration_satellite_0_40k.8875,5.12156785,POINT (46.0821483531 -1.0975925731),8875
coastal_migration_satellite_0_40k.8876,-1.33716745,POINT (46.0791036333 -1.0966401996),8876
coastal_migration_satellite_0_40k.8877,-0.83503249,POINT (46.0760587456 -1.0956878261),8877
coastal_migration_satellite_0_40k.8878,0.71003752,POINT (46.0730136898 -1.0947354526),8878
coastal_migration_satellite_0_40k.8879,1.02601717,POINT (46.0699684659 -1.0937830791),8879
coastal_migration_satellite_0_40k.8880,0.6768493,POINT (46.0669230741 -1.0928307056),8880
coastal_migration_satellite_0_40k.8881,0.18009335,POINT (46.0638917733 -1.0917929661),8881
coastal_migration_satellite_0_40k.8882,-0.42461359,POINT (46.0608810818 -1.0906338713000001),8882
coastal_migration_satellite_0_40k.9124,-10.32002954,POINT (46.4306262721 -1.6568667320000001),9124
coastal_migration_satellite_0_40k.9125,-37.99582159,POINT (46.4282500952 -1.6540088355),9125
coastal_migration_satellite_0_40k.9126,2.69449154,POINT (46.4257903218 -1.6512813483),9126
coastal_migration_satellite_0_40k.9127,2.90992961,POINT (46.4233304375 -1.6485538611),9127
coastal_migration_satellite_0_40k.9128,2.22059915,POINT (46.4210632255 -1.6455194485),9128
coastal_migration_satellite_0_40k.9129,1.75570005,POINT (46.4192735803 -1.6418844931),9129
coastal_migration_satellite_0_40k.9130,-0.30961432,POINT (46.4185066586 -1.6375585139000002),9130
coastal_migration_satellite_0_40k.9131,2.45240282,POINT (46.4175218181 -1.6333334042),9131
coastal_migration_satellite_0_40k.9132,6.56593922,POINT (46.4161766867 -1.6292877527),9132
coastal_migration_satellite_0_40k.9133,4.82384696,POINT (46.4148315221 -1.6252421012),9133
coastal_migration_satellite_0_40k.9134,2.44329117,POINT (46.4139896845 -1.620926527),9134
coastal_migration_satellite_0_40k.9135,2.42896582,POINT (46.413197113 -1.6165845531),9135
coastal_migration_satellite_0_40k.9136,4.59606158,POINT (46.4125643196 -1.6121920528),9136
coastal_migration_satellite_0_40k.9137,1.63174707,POINT (46.4120390177 -1.6077655679),9137
coastal_migration_satellite_0_40k.9138,1.92040992,POINT (46.4115137109 -1.6033390829),9138
coastal_migration_satellite_0_40k.9139,2.46666572,POINT (46.4109883989 -1.598912598),9139
coastal_migration_satellite_0_40k.9140,3.95264915,POINT (46.4104630819 -1.5944861129999999),9140
coastal_migration_satellite_0_40k.9141,-0.08749234,POINT (46.4099377598 -1.5900596281000001),9141
coastal_migration_satellite_0_40k.9142,1.37989248,POINT (46.4094124327 -1.5856331432),9142
coastal_migration_satellite_0_40k.9143,0.96071274,POINT (46.4088871005 -1.5812066582000002),9143
coastal_migration_satellite_0_40k.9144,2.36010927,POINT (46.4084569161 -1.5767597358),9144
coastal_migration_satellite_0_40k.9145,2.76917674,POINT (46.408075129 -1.5723024193000001),9145
coastal_migration_satellite_0_40k.9146,1.06967204,POINT (46.4077924549 -1.5678305162),9146
coastal_migration_satellite_0_40k.9147,-0.67983549,POINT (46.4075490933 -1.5633528281),9147
coastal_migration_satellite_0_40k.9148,2.83675644,POINT (46.4073883781 -1.5588683589999999),9148
coastal_migration_satellite_0_40k.9149,2.21664466,POINT (46.4072819665 -1.5543794346),9149
coastal_migration_satellite_0_40k.9150,1.01646475,POINT (46.4071755547 -1.5498905102),9150
coastal_migration_satellite_0_40k.9151,-2.02298963,POINT (46.4070691427 -1.5454015858),9151
coastal_migration_satellite_0_40k.9152,2.36669342,POINT (46.4069627305 -1.5409126613000002),9152
coastal_migration_satellite_0_40k.9153,0.97192481,POINT (46.4068563181 -1.5364237369),9153
coastal_migration_satellite_0_40k.9154,1.39633699,POINT (46.4063813173 -1.5320064882),9154
coastal_migration_satellite_0_40k.9155,4.97461319,POINT (46.4056685892 -1.5276354607),9155
coastal_migration_satellite_0_40k.9156,2.93500288,POINT (46.4049558518 -1.5232644331),9156
coastal_migration_satellite_0_40k.9157,1.96422325,POINT (46.403691544 -1.5191815384),9157
coastal_migration_satellite_0_40k.9158,1.74751698,POINT (46.4023185823 -1.5151553553000001),9158
coastal_migration_satellite_0_40k.9159,0.76734707,POINT (46.4008274338 -1.5112411298000001),9159
coastal_migration_satellite_0_40k.9160,1.50206939,POINT (46.3988372955 -1.5077993015),9160
coastal_migration_satellite_0_40k.9161,0.70651406,POINT (46.3968470847 -1.5043574732),9161
coastal_migration_satellite_0_40k.10843,0.25929551,POINT (46.1965559912 -1.2009884515),10843
coastal_migration_satellite_0_40k.10844,-2.52245591,POINT (46.1934756687 -1.2010208552),10844
coastal_migration_satellite_0_40k.10845,-2.54627317,POINT (46.1905680952 -1.2023751779),10845
coastal_migration_satellite_0_40k.10846,-1.64755219,POINT (46.1879826575 -1.2048519272),10846
coastal_migration_satellite_0_40k.10847,-2.14796598,POINT (46.1856436313 -1.2078115585),10847
coastal_migration_satellite_0_40k.10848,-1.11282599,POINT (46.1833045056 -1.2107711898),10848
coastal_migration_satellite_0_40k.10849,-0.13805554,POINT (46.1809652803 -1.2137308211),10849
coastal_migration_satellite_0_40k.10850,-1.98690381,POINT (46.178456894199996 -1.216358287),10850
coastal_migration_satellite_0_40k.10851,-4.04907255,POINT (46.1758030981 -1.2187001322),10851
coastal_migration_satellite_0_40k.10852,16.48430513,POINT (46.1727919938 -1.2198249898),10852
coastal_migration_satellite_0_40k.10853,44.44260868,POINT (46.1699920893 -1.2217285158),10853
coastal_migration_satellite_0_40k.10854,41.85616943,POINT (46.1675203607 -1.2244553866),10854
coastal_migration_satellite_0_40k.10855,26.77216051,POINT (46.1652613769 -1.2275325639),10855
coastal_migration_satellite_0_40k.10856,4.68830151,POINT (46.1629801811 -1.2305593202),10856
coastal_migration_satellite_0_40k.10857,24.045492,POINT (46.1602005284 -1.2309530661),10857
coastal_migration_satellite_0_40k.10858,0.03518313,POINT (46.157965597 -1.2278284358),10858
coastal_migration_satellite_0_40k.10859,-4.25703525,POINT (46.1550769446 -1.2267515271),10859
coastal_migration_satellite_0_40k.10860,-10.39296485,POINT (46.1521745028 -1.2283227587),10860
coastal_migration_satellite_0_40k.10861,1.17918422,POINT (46.1493194557 -1.2299201904000001),10861
coastal_migration_satellite_0_40k.10862,1.8455257,POINT (46.148570996 -1.2255654094),10862
coastal_migration_satellite_0_40k.10863,0.47171906,POINT (46.1483184871 -1.2210886457),10863
coastal_migration_satellite_0_40k.10864,-0.07388288,POINT (46.1480659771 -1.216611882),10864
coastal_migration_satellite_0_40k.10865,-0.05502731,POINT (46.1481122778 -1.2121257251),10865
coastal_migration_satellite_0_40k.10866,2.00030304,POINT (46.1482295226 -1.207637338),10866
coastal_migration_satellite_0_40k.10867,0.40604135,POINT (46.1484504957 -1.2031614586),10867
coastal_migration_satellite_0_40k.10868,0.34137938,POINT (46.1489155147 -1.1987233988),10868
coastal_migration_satellite_0_40k.10869,0.55626768,POINT (46.1496881533 -1.194380677),10869
coastal_migration_satellite_0_40k.10870,0.31907823,POINT (46.1507464886 -1.1901568833),10870
coastal_migration_satellite_0_40k.10871,-1.07032526,POINT (46.1518048035 -1.1859330895),10871
coastal_migration_satellite_0_40k.10872,-0.17196877,POINT (46.152640322 -1.1816192147),10872
coastal_migration_satellite_0_40k.10873,-0.11147423,POINT (46.1531146378 -1.1771861933),10873
coastal_migration_satellite_0_40k.10874,-0.85809529,POINT (46.1534106379 -1.1727149878),10874
coastal_migration_satellite_0_40k.10875,0.01799502,POINT (46.1537066365 -1.1682437823),10875
coastal_migration_satellite_0_40k.10876,0.33219899,POINT (46.1544584508 -1.1638970188),10876
coastal_migration_satellite_0_40k.10877,0.74290117,POINT (46.155784878 -1.1598533329),10877
coastal_migration_satellite_0_40k.10878,1.54373224,POINT (46.1557368499 -1.1560309654),10878
coastal_migration_satellite_0_40k.10879,-0.87405462,POINT (46.1528042595 -1.1571711703),10879
coastal_migration_satellite_0_40k.10880,5.84818668,POINT (46.1502014892 -1.1596063974),10880
coastal_migration_satellite_0_40k.10881,11.83901062,POINT (46.1477093976 -1.1622960793),10881
coastal_migration_satellite_0_40k.10882,-3.55969444,POINT (46.1452171932 -1.1649857613),10882
coastal_migration_satellite_0_40k.10883,3.60194552,POINT (46.142724876 -1.1676754433),10883
coastal_migration_satellite_0_40k.10884,-4.04864642,POINT (46.140078905 -1.1699990351),10884
coastal_migration_satellite_0_40k.10885,-0.86314191,POINT (46.1377962136 -1.169233146),10885
coastal_migration_satellite_0_40k.10886,-23.33546282,POINT (46.1378321621 -1.1647511819),10886
coastal_migration_satellite_0_40k.10887,0.97307822,POINT (46.1373402752 -1.1604072968999999),10887
coastal_migration_satellite_0_40k.10888,1.5485353,POINT (46.136040004 -1.1563457282),10888
coastal_migration_satellite_0_40k.10889,-1.07511047,POINT (46.1342782038 -1.1526486888),10889
coastal_migration_satellite_0_40k.10890,-0.08937883,POINT (46.132321963 -1.1491550751),10890
coastal_migration_satellite_0_40k.10891,0.45640978,POINT (46.1303656527 -1.1456614613),10891
coastal_migration_satellite_0_40k.10892,0.83553176,POINT (46.1284092715 -1.1421678476000001),10892
coastal_migration_satellite_0_40k.10893,0.35992313,POINT (46.1268715218 -1.138267295),10893
coastal_migration_satellite_0_40k.10894,-1.08925795,POINT (46.125741247 -1.1340822406),10894
coastal_migration_satellite_0_40k.10895,-12.40547974,POINT (46.1241799237 -1.1303001712),10895
coastal_migration_satellite_0_40k.10896,-18.3425145,POINT (46.1217339531 -1.1276167435),10896
coastal_migration_satellite_0_40k.10897,-16.10867048,POINT (46.1188287222 -1.1261216669),10897
coastal_migration_satellite_0_40k.10898,-17.15434013,POINT (46.1157503546 -1.1258359231),10898
coastal_migration_satellite_0_40k.10899,-8.92748617,POINT (46.1127730031 -1.1269387948),10899
coastal_migration_satellite_0_40k.10900,-8.73127697,POINT (46.1104152918 -1.129731374),10900
coastal_migration_satellite_0_40k.10901,-1.03987538,POINT (46.1096028629 -1.133970901),10901
coastal_migration_satellite_0_40k.10902,-0.66711058,POINT (46.1087860469 -1.1382846043),10902
coastal_migration_satellite_0_40k.10903,-3.1132159,POINT (46.1068118564 -1.1415119346),10903
coastal_migration_satellite_0_40k.10904,-1.81939523,POINT (46.1045151008 -1.1391588875),10904
coastal_migration_satellite_0_40k.10905,-1.49679133,POINT (46.1036885378 -1.1348398197),10905
coastal_migration_satellite_0_40k.10906,1.9688368,POINT (46.1031569613 -1.1304141584),10906
coastal_migration_satellite_0_40k.10907,0.89469107,POINT (46.1788926548 -1.3988522858999999),10907
coastal_migration_satellite_0_40k.10908,1.02967783,POINT (46.1774394911 -1.3948811647000001),10908
coastal_migration_satellite_0_40k.10909,0.63804195,POINT (46.1759183195 -1.3909664346000001),10909
coastal_migration_satellite_0_40k.10910,1.22537026,POINT (46.1742755644 -1.3871524893),10910
coastal_migration_satellite_0_40k.10911,-0.42698518,POINT (46.1726327602 -1.383338544),10911
coastal_migration_satellite_0_40k.10912,-0.10060112,POINT (46.170989907 -1.3795245987),10912
coastal_migration_satellite_0_40k.10913,-1.38698284,POINT (46.1692077919 -1.3758467396),10913
coastal_migration_satellite_0_40k.10914,-0.85474275,POINT (46.1673426736 -1.3722534356),10914
coastal_migration_satellite_0_40k.10915,-0.37493891,POINT (46.1653603243 -1.3687920235),10915
coastal_migration_satellite_0_40k.10916,-2.25790966,POINT (46.1633779037 -1.3653306113),10916
coastal_migration_satellite_0_40k.10917,-3.66903621,POINT (46.1613954115 -1.3618691992),10917
coastal_migration_satellite_0_40k.10918,-0.37336209,POINT (46.159412848 -1.3584077871),10918
coastal_migration_satellite_0_40k.10919,-2.62530212,POINT (46.1576469202 -1.3547243455),10919
coastal_migration_satellite_0_40k.10920,-1.92290649,POINT (46.1560386671 -1.3508793901),10920
coastal_migration_satellite_0_40k.10921,-2.05821338,POINT (46.1544303669 -1.3470344347),10921
coastal_migration_satellite_0_40k.10922,-1.74679393,POINT (46.1529308704 -1.3431023305),10922
coastal_migration_satellite_0_40k.10923,-0.11055328,POINT (46.1515234911 -1.3390964766),10923
coastal_migration_satellite_0_40k.10924,-2.29380226,POINT (46.1501800996 -1.3350474679),10924
coastal_migration_satellite_0_40k.10925,0.2202935,POINT (46.1489564347 -1.3309177721),10925
coastal_migration_satellite_0_40k.10926,-1.72494192,POINT (46.1477327425 -1.3267880762),10926
coastal_migration_satellite_0_40k.10927,-0.7928732,POINT (46.1466614864 -1.3225724806999999),10927
coastal_migration_satellite_0_40k.10928,-0.15101286,POINT (46.1456235111 -1.3183381334),10928
coastal_migration_satellite_0_40k.10929,-0.35843918,POINT (46.1447519598 -1.3140324536999999),10929
coastal_migration_satellite_0_40k.10930,0.50267892,POINT (46.1441941254 -1.3096182352),10930
coastal_migration_satellite_0_40k.10931,0.30178913,POINT (46.1440504773 -1.3051390603),10931
coastal_migration_satellite_0_40k.10932,-0.51993205,POINT (46.1440134726 -1.3006478014),10932
coastal_migration_satellite_0_40k.10933,-0.34939889,POINT (46.1442986873 -1.296178091),10933
coastal_migration_satellite_0_40k.10934,-0.07422464,POINT (46.1446232777 -1.2917110142000001),10934
coastal_migration_satellite_0_40k.10935,-2.79251807,POINT (46.1449478663 -1.2872439374),10935
coastal_migration_satellite_0_40k.10936,-1.02343669,POINT (46.1456822491 -1.2828848326),10936
coastal_migration_satellite_0_40k.10937,0.54511279,POINT (46.1469040791 -1.2787994742),10937
coastal_migration_satellite_0_40k.10938,0.28557357,POINT (46.1488407799 -1.2753471311),10938
coastal_migration_satellite_0_40k.10939,-0.02658681,POINT (46.1511333501 -1.2723101897),10939
coastal_migration_satellite_0_40k.10940,-0.46633113,POINT (46.1534258249 -1.2692732482),10940
coastal_migration_satellite_0_40k.10941,26.56858156,POINT (46.1549651381 -1.2654526997),10941
coastal_migration_satellite_0_40k.10942,1.58595336,POINT (46.1561681678 -1.2613503401),10942
coastal_migration_satellite_0_40k.10943,1.09947719,POINT (46.1580790924 -1.2578326082),10943
coastal_migration_satellite_0_40k.10944,1.61724319,POINT (46.1604615908 -1.2549886574),10944
coastal_migration_satellite_0_40k.10945,4.3871791,POINT (46.1633604261 -1.2547882638),10945
coastal_migration_satellite_0_40k.10946,-2.48395353,POINT (46.1638376154 -1.2590038577),10946
coastal_migration_satellite_0_40k.10947,-1.2011621,POINT (46.1627907839 -1.2632158452),10947
coastal_migration_satellite_0_40k.10948,-0.02225274,POINT (46.1616465666 -1.2673772524),10948
coastal_migration_satellite_0_40k.10949,-1.75445676,POINT (46.1614931863 -1.2718166879),10949
coastal_migration_satellite_0_40k.10950,-0.62195977,POINT (46.1627383113 -1.2758547585),10950
coastal_migration_satellite_0_40k.10951,-0.67445602,POINT (46.1649685634 -1.2789498721),10951
coastal_migration_satellite_0_40k.10952,-0.81605103,POINT (46.1676041344 -1.281313587),10952
coastal_migration_satellite_0_40k.10953,0.01710939,POINT (46.1704343538 -1.2831609822),10953
coastal_migration_satellite_0_40k.10954,0.04466447,POINT (46.1733153263 -1.2848540431),10954
coastal_migration_satellite_0_40k.10955,-0.08051886,POINT (46.176196148 -1.286547104),10955
coastal_migration_satellite_0_40k.10956,-0.11389946,POINT (46.1790768187 -1.2882401649),10956
coastal_migration_satellite_0_40k.10957,-0.66097744,POINT (46.1819255234 -1.2900296324),10957
coastal_migration_satellite_0_40k.10958,0.45198683,POINT (46.1846294159 -1.2922388239),10958
coastal_migration_satellite_0_40k.10959,-0.45046165,POINT (46.1869433553 -1.2952027266),10959
coastal_migration_satellite_0_40k.10960,-2.40115021,POINT (46.1884174326 -1.2991043714),10960
coastal_migration_satellite_0_40k.10961,-1.65460913,POINT (46.1890004947 -1.3034905365),10961
coastal_migration_satellite_0_40k.10962,-0.37621031,POINT (46.1891082722 -1.3079744206),10962
coastal_migration_satellite_0_40k.10963,-2.34651677,POINT (46.1891170807 -1.312465979),10963
coastal_migration_satellite_0_40k.10964,-1.20128392,POINT (46.1891258892 -1.3169575374),10964
coastal_migration_satellite_0_40k.10965,-1.30255377,POINT (46.1897426702 -1.3213456382),10965
coastal_migration_satellite_0_40k.10966,-0.07209959,POINT (46.1909343653 -1.3254386431),10966
coastal_migration_satellite_0_40k.10967,0.14700113,POINT (46.1925537194 -1.3292683002),10967
coastal_migration_satellite_0_40k.10968,-0.57500248,POINT (46.1945339412 -1.3327310822),10968
coastal_migration_satellite_0_40k.10969,-0.11435031,POINT (46.1965140917 -1.3361938642),10969
coastal_migration_satellite_0_40k.10970,-1.1373993,POINT (46.1984941708 -1.3396566462),10970
coastal_migration_satellite_0_40k.10971,-0.47656067,POINT (46.0224687438 -1.4017096729),10971
coastal_migration_satellite_0_40k.10972,-0.60064269,POINT (46.0195517686 -1.4001197074),10972
coastal_migration_satellite_0_40k.10973,-3.57006617,POINT (46.0166742527 -1.398387045),10973
coastal_migration_satellite_0_40k.10974,-1.47358351,POINT (46.0137998975 -1.3966424932),10974
coastal_migration_satellite_0_40k.10975,-1.31435412,POINT (46.0109253929 -1.3948979413),10975
coastal_migration_satellite_0_40k.10976,-2.04816801,POINT (46.0080507389 -1.3931533895000001),10976
coastal_migration_satellite_0_40k.10977,-1.66885758,POINT (46.0082040325 -1.332527779),10977
coastal_migration_satellite_0_40k.10978,-1.93210521,POINT (46.010356804 -1.3357784727),10978
coastal_migration_satellite_0_40k.10979,-6.5872046,POINT (46.0125094917 -1.3390291664),10979
coastal_migration_satellite_0_40k.10980,-1.8183747,POINT (46.0146404 -1.3423086469),10980
coastal_migration_satellite_0_40k.10981,-2.03782522,POINT (46.0167159281 -1.3456615573000001),10981
coastal_migration_satellite_0_40k.10982,-1.7105065,POINT (46.0187913783 -1.3490144677),10982
coastal_migration_satellite_0_40k.10983,0.01050723,POINT (46.0208667507 -1.3523673781),10983
coastal_migration_satellite_0_40k.10984,14.2979365,POINT (46.0229420451 -1.3557202885000001),10984
coastal_migration_satellite_0_40k.10985,0.2545213,POINT (46.0250172617 -1.3590731989),10985
coastal_migration_satellite_0_40k.10986,-2.68409638,POINT (46.0271292702 -1.3623738042),10986
coastal_migration_satellite_0_40k.10987,-1.49004701,POINT (46.029427577 -1.3654096902),10987
coastal_migration_satellite_0_40k.10988,-1.29037813,POINT (46.0317257883 -1.3684455763),10988
coastal_migration_satellite_0_40k.10989,-0.16839676,POINT (46.0344001307 -1.3705249138),10989
coastal_migration_satellite_0_40k.10990,-1.45363623,POINT (46.037132806 -1.3724085245),10990
coastal_migration_satellite_0_40k.10991,-1.76604187,POINT (46.0391355318 -1.375828997),10991
coastal_migration_satellite_0_40k.10992,-2.61995056,POINT (46.0404673739 -1.3798804286),10992
coastal_migration_satellite_0_40k.10993,-4.22111655,POINT (46.0415910256 -1.3840701627),10993
coastal_migration_satellite_0_40k.10994,-2.15515614,POINT (46.0425865655 -1.3883208985),10994
coastal_migration_satellite_0_40k.10995,-1.94393007,POINT (46.0434179317 -1.3926498362),10995
coastal_migration_satellite_0_40k.10996,-2.44935931,POINT (46.0442492853 -1.396978774),10996
